source,target,edge
A17SQ5GHL7FCTZ,B001IKJOLW,3.0
A2JYB3OMH5QEBV,B001IKJOLW,4.0
A717DJ1DZRTC5,B001IKJOLW,3.0
A2NKNE9SV2KIN2,B001IKJOLW,5.0
AZ3KLARHNWMNZ,B001IKJOLW,5.0
A218T4MO2D9DF3,B001IKJOLW,5.0
A39XW67H6XEUOJ,B001IKJOLW,1.0
A3SM5XENOINDNH,B001IKJOLW,1.0
AMDBCZOTA9PVG,B001IKJOLW,5.0
AIIPH3GX5LWS0,B001IKJOLW,4.0
ASOSP4VAUDB7I,B001IKJOLW,4.0
A11JLWK8H96AU,B001IKJOLW,5.0
AC5WLG32YTU5K,B001IKJOLW,5.0
A2MIBT81MX859C,B001IKJOLW,5.0
A2YPMEQ0QQ2I50,B001IKJOLW,3.0
A12LDKOWDBPQTC,B001IKJOLW,5.0
A2S1234WV0NH27,B001IKJOLW,5.0
A3R2PQ01UGPDOX,B001IKJOLW,5.0
AV2MXVWMTERBK,B001IKJOLW,5.0
A2UE1H1A7NH56P,B001IKJOLW,5.0
A36XF6818PQ4DJ,B001IKJOLW,5.0
A2SF88GW3AWEFK,B001IKJOLW,3.0
AIM9MWMG87AWG,B001IKJOLW,5.0
AK1X6JAJ2L389,B001IKJOLW,5.0
A3IO5BLF4EPZDR,B001IKJOLW,3.0
A26TU9F2BSPSGT,B001IKJOLW,5.0
ABRX0RQNRXX85,B001IKJOLW,5.0
A2GXUQFUWMZ2FH,B001IKJOLW,5.0
AS378UOMHULXO,B001IKJOLW,5.0
A3QX1A6IPFQTN9,B001IKJOLW,5.0
A3LJ4LLR2UX4CB,B001IKJOLW,5.0
A34WSGSH5OBAM2,B001IKJOLW,5.0
A2QJWHL4HY9FMF,B001IKJOLW,3.0
AXVYVUK058AM3,B001IKJOLW,5.0
A1AS1520CGYJ79,B001IKJOLW,5.0
AIP4C9MG13COB,B001IKJOLW,5.0
A1X1DXP9HGXG27,B001IKJOLW,5.0
AIO1XEP0AIDQJ,B001IKJOLW,5.0
AYNXCABS73RDW,B001IKJOLW,5.0
A2X2KP4XXM06OU,B001IKJOLW,5.0
A15DWAOMHKY7F2,B001IKJOLW,5.0
A2P87PVYP2KLT6,B001IKJOLW,4.0
A1OOBIVO3APP7E,B001IKJOLW,5.0
A2G9JO5SZ3GUXH,B001IKJOLW,5.0
A14NH559TEDFQL,B001IKJOLW,5.0
A2KCFRMKVHYSU7,B001IKJOLW,5.0
A10RXRZE0TAKPU,B001IKJOLW,4.0
A22WG2NE4D47UM,B001IKJOLW,5.0
A1SC6HVU28ND3D,B001IKJOLW,5.0
AJDH2WVLX79KA,B001IKJOLW,5.0
AVHVZJ5HB6FSK,B001IKJOLW,4.0
AG8MPE8CQAPM7,B001IKJOLW,4.0
A1AWX0M8R6A2I1,B001IKJOLW,5.0
AT5OQFDS6PEE1,B001IKJOLW,5.0
AOFQAZVA6Q6E7,B001IKJOLW,5.0
A2C6XHB0AEBNEG,B001IKJOLW,4.0
A3GJ3DJU1RXOHN,B001LNSY2Q,4.0
A3E30OLSMGJEVK,B001LNSY2Q,5.0
A26TEJJ6YOGWMZ,B001LNSY2Q,2.0
A2J9WEIRNVTX61,B001LNSY2Q,3.0
A2UUEV4MYOJY66,B001LNSY2Q,4.0
A2C6XHB0AEBNEG,B0058YEJ5K,4.0
A3UMNRR89DIZRM,B0058YEJ5K,4.0
AZRZ2FB7CFNOE,B0058YEJ5K,5.0
A4M7JTCBXRAT3,B0058YEJ5K,3.0
A2TRI54C8EMCX,B0058YEJ5K,5.0
A1WVSBL8J4ZESK,B0058YEJ5K,5.0
A2GJUMX0CRHLIN,B0058YEJ5K,2.0
A3KAX5RZ4XH9L7,B0058YEJ5K,4.0
A2YI41MCJB2QCV,B0058YEJ5K,3.0
A3ONF0JD2UBP54,B0058YEJ5K,5.0
A3NAUSUOBMW1XH,B0058YEJ5K,3.0
AHZ8GGXF4BCNP,B0058YEJ5K,5.0
A1OWUKMLTHKYG,B0058YEJ5K,5.0
A1VH37JYIIHE3F,B0058YEJ5K,5.0
AOZHQ15OKY2ZT,B0058YEJ5K,3.0
A2YZERYQTLB8NG,B0058YEJ5K,5.0
A2EGVPBTNJI3HB,B0058YEJ5K,5.0
A1B3W4RSJ1CJEO,B0058YEJ5K,5.0
A3P9DECTULU1B3,B0058YEJ5K,5.0
A353OJ19SEMPT4,B0058YEJ5K,3.0
A1CIQ2ULKB933A,B0058YEJ5K,3.0
A1TFZVGT6J5NYZ,B0058YEJ5K,5.0
A2IJJUO99LXIXG,B0058YEJ5K,5.0
A1CKPC88NHMYGR,B0058YEJ5K,5.0
A1S4O68F0UG4GA,B0058YEJ5K,5.0
A8C8Q1GQPYPR3,B0058YEJ5K,4.0
A3RHNGQAZWUX01,B0058YEJ5K,5.0
A2ILUTAAPPZY79,B0058YEJ5K,5.0
A21PLUMLST80EK,B0058YEJ5K,5.0
A1R9CFF27RIALC,B0058YEJ5K,3.0
A3KKVVAINMZF9D,B0058YEJ5K,5.0
AHQZL3LSIR57E,B0058YEJ5K,5.0
A36UF843501J4Y,B0058YEJ5K,5.0
AJ74ZOS1UKOBA,B0058YEJ5K,5.0
A3UTTXFSBNV2V7,B0058YEJ5K,5.0
A2QPBIA0HKEL96,B0058YEJ5K,5.0
AHXQ0PAMEKC0P,B0058YEJ5K,4.0
A2P6I9PGAVEW6E,B0058YEJ5K,5.0
A6CXK8NXD50R2,B0058YEJ5K,1.0
A39943Z2419XIU,B0058YEJ5K,5.0
A2RZ3T3ECENTMO,B0058YEJ5K,5.0
A16BGUHQH20CIP,B0058YEJ5K,5.0
A3O3KF45YVTOGY,B0058YEJ5K,5.0
A3TLWN2BRF1QH5,B0058YEJ5K,5.0
A2ZGEESHHGFZKL,B0058YEJ5K,5.0
AUE82PKEUMKZB,B0058YEJ5K,1.0
A2UVALXRJ35D1A,B0058YEJ5K,2.0
A3E05IUHHCTRJC,B0058YEJ5K,5.0
A3RNGBSBRJ3YAQ,B0058YEJ5K,5.0
A13W5DGU9QF721,B0058YEJ5K,5.0
A2QRWCN5YR05G9,B0058YEJ5K,5.0
A2UALK0MY7S3C2,B0058YEJ5K,5.0
A5JF4EQ9MQC78,B0058YEJ5K,5.0
A3VGHF7VNFBMCQ,B0058YEJ5K,5.0
A13JGYKUU10QKH,B0058YEJ5K,5.0
ATHL3S7ZD436V,B0058YEJ5K,4.0
A36T5MSMYI9F3C,B0058YEJ5K,5.0
ACZAPPQ95QM86,B0058YEJ5K,5.0
A23TE15JI8Q2YQ,B0058YEJ5K,1.0
AC5PPX3XLCZN1,B0058YEJ5K,5.0
A3U0BBRU2Q85LE,B0058YEJ5K,3.0
A174EEWMHB3J8N,B0058YEJ5K,5.0
A1VXFXHDY4SRI5,B0058YEJ5K,5.0
A1FQAVH5JBSV6A,B0058YEJ5K,5.0
A2GBBOXDACUA6,B0058YEJ5K,5.0
A2LZMWZ1CM4PF3,B0058YEJ5K,5.0
A1UVWOQTPDSYGY,B0058YEJ5K,2.0
A18530DRJJ0QAF,B0058YEJ5K,5.0
A2LSGH30A8AN2Y,B0058YEJ5K,3.0
A1LKTJ6HKH077C,B0058YEJ5K,5.0
A1DX2WRQ2ZHAEK,B0058YEJ5K,5.0
A2PWOO618R3IKJ,B0058YEJ5K,5.0
AERFS3FMQJJ9L,B0058YEJ5K,3.0
A22FYN2DKXSWS0,B0058YEJ5K,3.0
A22WH1BPQH7XJD,B0058YEJ5K,4.0
A3OP70LPLALBKN,B0058YEJ5K,5.0
A3OP70LPLALBKN,B0058YEJ5K,5.0
A1BN6I0B2OF7WB,B0058YEJ5K,1.0
A2PYQN4T4LV0NP,B0058YEJ5K,5.0
A14LN0R1PQA5WI,B0058YEJ5K,4.0
A35U6TP5276HMD,B0058YEJ5K,5.0
AKZNLII88A0KO,B0058YEJ5K,5.0
A3PZ1TJ71WPLXV,B0058YEJ5K,4.0
A3M69Q5SNV7U0X,B0058YEJ5K,2.0
A2GOOFFNUI20XI,B0058YEJ5K,5.0
A10Z8PKPUJ7YHO,B0058YEJ5K,3.0
AHFAVT1MUB29W,B0058YEJ5K,4.0
A10X6EMVZGVX9E,B0058YEJ5K,5.0
A3JPU96NVWGUF5,B0058YEJ5K,4.0
A2620Z0QR2OFYC,B0058YEJ5K,5.0
A312BTXKFHK927,B0058YEJ5K,5.0
A30HFZ2FW8CQBI,B0058YEJ5K,5.0
AF70T61UO8MCD,B0058YEJ5K,5.0
AJX8JEGB4Z8AI,B0058YEJ5K,5.0
A2HMEEX4K9UX81,B0058YEJ5K,5.0
AKG96VVJ8XANP,B0058YEJ5K,3.0
A34LYR4FWZ77CA,B0058YEJ5K,5.0
A2M3ZNLCYPZ5A1,B0058YEJ5K,3.0
AQAY0P6DQAWDL,B0058YEJ5K,5.0
A246RG8KSPK5XS,B0058YEJ5K,5.0
A2JCYVQLKWULGM,B0058YEJ5K,5.0
A1EF7YWCNN7E9K,B0058YEJ5K,5.0
AQWZQKD0N851T,B0058YEJ5K,5.0
A3V6I3EA3X3SCE,B0058YEJ5K,5.0
AGT48Z76ZQSQU,B0058YEJ5K,5.0
A2W3B4YHP3HZ9R,B0058YEJ5K,5.0
AGVYFU0PR5IWV,B0058YEJ5K,5.0
A2SU06VTWMFP7C,B0058YEJ5K,5.0
AVZB7UFLT6VD,B0058YEJ5K,5.0
ANPPQ1G3RP88H,B0058YEJ5K,5.0
ABONZZSS8YG3K,B0058YEJ5K,5.0
A2T8BWOO7BFBWY,B0058YEJ5K,5.0
A1NTI9B7VY30JM,B0058YEJ5K,5.0
AM9TTLTT6DR1W,B0058YEJ5K,4.0
AP8CWOZ30P4GH,B0058YEJ5K,1.0
A2ORP5RT8NQ0Q7,B0058YEJ5K,5.0
A5Z3UGOPDBJPW,B0058YEJ5K,5.0
A2GWLCDWM7V59I,B0058YEJ5K,4.0
A2XUQXG9J9SRTG,B0058YEJ5K,1.0
A2R0RL0TF6E9VC,B0058YEJ5K,5.0
AB29N6EMOFEVW,B0058YEJ5K,5.0
A2Y2IKO63FNHQE,B0058YEJ5K,3.0
A1OK7HI3YI9682,B0058YEJ5K,5.0
A39U1R8S96YIR4,B0058YEJ5K,5.0
A1Z37N7XE7FRD2,B0058YEJ5K,5.0
A3LGYYLGO2KJOE,B0058YEJ5K,5.0
A1J3XYI0M1D0LW,B0058YEJ5K,4.0
A9KR8PT0Z47CL,B0058YEJ5K,3.0
A1AUEUD7NP1LUC,B0058YEJ5K,5.0
A177WB7O660HS8,B0058YEJ5K,5.0
A38BS1VCQ4XSGV,B0058YEJ5K,5.0
A38X15IJFAPHZP,B0058YEJ5K,3.0
A1OFFB5DLIHH41,B0058YEJ5K,5.0
A1PFKS00R93MRZ,B0058YEJ5K,5.0
A23H50RT6SLXY9,B0058YEJ5K,4.0
APWLFTPOXQCCG,B0058YEJ5K,5.0
AN5PL4KUZS35E,B0058YEJ5K,5.0
A37EEIAK5YJGTS,B0058YEJ5K,5.0
A87LWEOT3ZJU7,B0058YEJ5K,5.0
A1LCV2UNXGHB0W,B0058YEJ5K,5.0
A3O0UBMD8CSF1V,B0058YEJ5K,5.0
A184AKBVD3WI86,B0058YEJ5K,3.0
A3I0ZDRING4F8W,B0058YEJ5K,5.0
AXZ02W7FMBC35,B0058YEJ5K,5.0
A29K85C92Z8HGR,B0058YEJ5K,4.0
AE6W48FPMKO4L,B0058YEJ5K,3.0
AKY3EYDEZVW6C,B0058YEJ5K,5.0
A1GQ2TRY8J631M,B0058YEJ5K,5.0
A21M1G84SE8SOO,B0058YEJ5K,5.0
AU2OMN6TEN4GA,B0058YEJ5K,5.0
A2PJ5F6BY1TZNK,B0058YEJ5K,5.0
A3B23RZXRXYT9Q,B0058YEJ5K,5.0
A3JTZ664IGZIOK,B0058YEJ5K,4.0
A2JOUOASELY1XR,B0058YEJ5K,5.0
ADTQ22MUSQFIR,B0058YEJ5K,5.0
A1OM5S4Z9J2JQQ,B0058YEJ5K,3.0
AXJZFD1IUBAE7,B0058YEJ5K,5.0
A3UO0DDWXIJ8DW,B0058YEJ5K,5.0
A4GR8SDFRBSDV,B0058YEJ5K,5.0
A29ACU3O9IMICZ,B0058YEJ5K,5.0
A9C9408H23DRM,B0058YEJ5K,5.0
A3T9CL6JYWAP40,B0058YEJ5K,1.0
A3W0GO31B8Y2KE,B0058YEJ5K,5.0
A3GQXGVAIH5EU4,B0058YEJ5K,5.0
A14LVJDMDABMML,B0058YEJ5K,5.0
AJWKZNI5VHW86,B0058YEJ5K,4.0
A3J4XAGMLTHFHZ,B0058YEJ5K,3.0
A12FBA7DCFE5W7,B0058YEJ5K,5.0
A2ZE58RF22658T,B0058YEJ5K,5.0
AT7UEQ7UJB0RU,B0058YEJ5K,5.0
AT7UEQ7UJB0RU,B0058YEJ5K,5.0
A10WPKF2VH1JWY,B0058YEJ5K,4.0
A2ABEGA0S52R5E,B0058YEJ5K,4.0
ADD8OMIBXZ89G,B0058YEJ5K,3.0
A1P2JWDZ4SFW78,B0058YEJ5K,5.0
AI4KO5XDRKDFR,B0058YEJ5K,5.0
A24DSR6Y3A08QM,B0058YEJ5K,5.0
A1E4Y7BABMEA03,B0058YEJ5K,5.0
AJDX5KE665V0K,B0058YEJ5K,5.0
A1SR58S4CXKU5G,B0058YEJ5K,4.0
A3D71DQPAAI6O4,B0058YEJ5K,5.0
AASAT3YLO3WTB,B0058YEJ5K,5.0
A1RNS06YMZXM0K,B0058YEJ5K,4.0
A21SV1XYXF2GK,B0058YEJ5K,4.0
A17DW041T4X7TJ,B0058YEJ5K,5.0
A14TS9PCRLLWEG,B0058YEJ5K,5.0
A2ZMHBMNYFXOX7,B0058YEJ5K,4.0
A1K0VEMIB5QF7I,B0058YEJ5K,5.0
A135KOM855ZA5,B0058YEJ5K,5.0
A2IAB9QOQH3IA6,B0058YEJ5K,5.0
A3S1CGGMXE41RR,B0058YEJ5K,5.0
A3B4FM5VE99X4P,B0058YEJ5K,5.0
AKJVCU7H1KDWI,B0058YEJ5K,5.0
AFD4WKNPLPS3I,B0058YEJ5K,5.0
A36GUL3Z65YSIP,B0058YEJ5K,4.0
AT72GRKOXVE25,B0058YEJ5K,5.0
A2AEJ9NTLWD61V,B0058YEJ5K,5.0
AWEIW3G1E0MKO,B0058YEJ5K,5.0
A2IFCGU2IQ6KAV,B0058YEJ5K,4.0
A2AGT9INDKDK6B,B0058YEJ5K,5.0
A2Q6OH5LUQXPFV,B0058YEJ5K,4.0
ADLAYE3PNYFJM,B0058YEJ5K,5.0
AZ7LUSY20ZFSC,B0058YEJ5K,5.0
A1L7TD1CZQDK6R,B0058YEJ5K,5.0
A3T1O294HJJTUH,B0058YEJ5K,4.0
A3EOYFVP68048C,B0058YEJ5K,5.0
A2JX7ESVMGXMJY,B0058YEJ5K,2.0
A2K5ZBX75J80TX,B0058YEJ5K,1.0
AY9TXNLYCD9L5,B0058YEJ5K,5.0
A9MOCNHJD03PI,B0058YEJ5K,5.0
AEUUYBIO73RLA,B0058YEJ5K,5.0
A3A2DRPMDCRFBC,B0058YEJ5K,5.0
A140XVPLRQYKYY,B0058YEJ5K,4.0
A2KMWD77XBGZ8K,B0058YEJ5K,5.0
A25SOIZ0IZE1YY,B0058YEJ5K,5.0
A1ZR8LQHUOUFJP,B0058YEJ5K,3.0
A2AAABWQUYH26V,B0058YEJ5K,4.0
A3LBTMJ453T4W6,B0058YEJ5K,3.0
A2NBGWZH3VC2EW,B0058YEJ5K,5.0
A3B5TYITM5FKRO,B0058YEJ5K,5.0
A2O3GSYI4B5Z9H,B0058YEJ5K,5.0
AG1CF6PFNBOQH,B0058YEJ5K,5.0
A1LLDHUO4OLXYI,B0058YEJ5K,5.0
A37K0VP2H8FKOU,B0058YEJ5K,4.0
A37K0VP2H8FKOU,B0058YEJ5K,4.0
AZYHPRWLMSY9O,B0058YEJ5K,5.0
A1GZ9Z5M3Q4FDK,B0058YEJ5K,5.0
A3F5015D4BBJM9,B0058YEJ5K,4.0
ABKS5CX4GI72B,B0058YEJ5K,5.0
A2A1WECA7Y5UPN,B0058YEJ5K,4.0
A3PRZ9ESGB2KPU,B0058YEJ5K,5.0
A3JGWZXFBDENRB,B0058YEJ5K,3.0
A6BHQ6FNIRI1K,B0058YEJ5K,5.0
A1EE1EP2G0HKQ,B0058YEJ5K,5.0
A2DDYH2QTGQ6FZ,B0058YEJ5K,5.0
A2T47RI1J0I7JM,B0058YEJ5K,5.0
ABWHIDHK8JSRD,B0058YEJ5K,4.0
ADUWEIS0CHJV8,B0058YEJ5K,4.0
A2JD3RN8JCO62Z,B0058YEJ5K,2.0
A3BN0MRGRDKM0J,B0058YEJ5K,5.0
AODFGQL9CC7G7,B0058YEJ5K,3.0
A13P82MG3XFWV1,B0058YEJ5K,5.0
A8I41EKH4UI1Y,B0058YEJ5K,5.0
ADJRDVMENHF0J,B0058YEJ5K,5.0
A3QKKFB26AZSMG,B0058YEJ5K,5.0
A1IE5BGNY2JTF4,B0058YEJ5K,2.0
A1F6LKEC43RSZM,B0058YEJ5K,5.0
A3BZKR332FQEP8,B0058YEJ5K,5.0
ARY4E7Y947T9P,B0058YEJ5K,4.0
A8DR2Z71DERN0,B0058YEJ5K,1.0
A3RP2S6J4VUA7D,B0058YEJ5K,4.0
A34NDY5V71MVJ6,B0058YEJ5K,5.0
A2AXI9WHORKU6X,B0058YEJ5K,5.0
AOYR5V85UYA8O,B0058YEJ5K,5.0
A38Z4KJHHVY0AU,B0058YEJ5K,5.0
A1WK3VVSUB1FY7,B0058YEJ5K,5.0
A3KWGJH9EBRLE8,B0058YEJ5K,4.0
A199ICSPL9EXJ5,B0058YEJ5K,1.0
A11D8CLU9H24YK,B0058YEJ5K,5.0
A3A90ECS7ALV4T,B0058YEJ5K,5.0
A1LLX8PMQSAUHT,B0058YEJ5K,5.0
A62VUJ6MUZU6M,B0058YEJ5K,5.0
A37RTXMIC21YOH,B0058YEJ5K,5.0
A2JMHGCCBZPYP4,B0058YEJ5K,5.0
A29KOO6WMPLGOQ,B0058YEJ5K,5.0
A3LWEZO2OWFJX5,B0058YEJ5K,5.0
A1IR4GED6BXNSR,B0058YEJ5K,5.0
A9MNC403IAKFS,B0058YEJ5K,2.0
ASEXDKPTYY14D,B0058YEJ5K,5.0
AEHOCC2S72M38,B0058YEJ5K,5.0
A1R7S4XNZLSLBH,B0058YEJ5K,2.0
A3PTZ7IHGU9BA8,B0058YEJ5K,1.0
AZ7P3NH09B66S,B0058YEJ5K,5.0
A37OEAOYVLKYC,B0058YEJ5K,5.0
A1QGX3IWOHIZYA,B0058YEJ5K,4.0
A1DF4MM3K93J0W,B0058YEJ5K,4.0
A2VMKNYTJ973O3,B0058YEJ5K,4.0
A1OZMZ4FLR5UPW,B0058YEJ5K,5.0
A3G2IEH99QRNYP,B0058YEJ5K,5.0
A9E07GS8ZV3ON,B0058YEJ5K,5.0
ACDIEMICS7XGC,B0058YEJ5K,5.0
A1223JGQ0GRSPT,B0058YEJ5K,5.0
AUDAQGK21DH1Z,B0058YEJ5K,4.0
ATSUXY7ASCGPY,B0058YEJ5K,4.0
AY6GA8WZR3JKV,B0058YEJ5K,5.0
A1NBH6OGAD3BSK,B0058YEJ5K,3.0
A3DIMXA53RL7P,B0058YEJ5K,5.0
A2RI4IA5982B8I,B0058YEJ5K,4.0
A1EWNWTJPKEO4Z,B0058YEJ5K,5.0
AXKDU1CHG7Y4,B0058YEJ5K,4.0
A2FCRNY9C46Q4H,B0058YEJ5K,5.0
AJWSFNS4F87M6,B0058YEJ5K,3.0
A2KGKIJ528667I,B0058YEJ5K,3.0
A2CP5A30XO5JUO,B0058YEJ5K,5.0
A6IYTCB1PQ6NR,B0058YEJ5K,3.0
A3CXL2P49AQQRH,B0058YEJ5K,5.0
A1TEBP1FCCJW5V,B0058YEJ5K,5.0
AD7ZF3D5JH9HL,B0058YEJ5K,5.0
A2HL6AXS8GU07F,B0058YEJ5K,5.0
A3GJ2XW7W3VC5L,B0058YEJ5K,5.0
A1X1ZJUOWLSFPG,B0058YEJ5K,5.0
A2QVLSH9P0BFA6,B0058YEJ5K,4.0
A17SQ5GHL7FCTZ,B0058YEJ5K,3.0
A2JYB3OMH5QEBV,B0058YEJ5K,4.0
A717DJ1DZRTC5,B0058YEJ5K,3.0
A2NKNE9SV2KIN2,B0058YEJ5K,5.0
AZ3KLARHNWMNZ,B0058YEJ5K,5.0
A218T4MO2D9DF3,B0058YEJ5K,5.0
A39XW67H6XEUOJ,B0058YEJ5K,1.0
A3SM5XENOINDNH,B0058YEJ5K,1.0
AMDBCZOTA9PVG,B0058YEJ5K,5.0
AIIPH3GX5LWS0,B0058YEJ5K,4.0
ASOSP4VAUDB7I,B0058YEJ5K,4.0
A11JLWK8H96AU,B0058YEJ5K,5.0
AC5WLG32YTU5K,B0058YEJ5K,5.0
A2MIBT81MX859C,B0058YEJ5K,5.0
A2YPMEQ0QQ2I50,B0058YEJ5K,3.0
A12LDKOWDBPQTC,B0058YEJ5K,5.0
A2S1234WV0NH27,B0058YEJ5K,5.0
A3R2PQ01UGPDOX,B0058YEJ5K,5.0
AV2MXVWMTERBK,B0058YEJ5K,5.0
A2UE1H1A7NH56P,B0058YEJ5K,5.0
A36XF6818PQ4DJ,B0058YEJ5K,5.0
A2SF88GW3AWEFK,B0058YEJ5K,3.0
AIM9MWMG87AWG,B0058YEJ5K,5.0
AK1X6JAJ2L389,B0058YEJ5K,5.0
A3IO5BLF4EPZDR,B0058YEJ5K,3.0
A26TU9F2BSPSGT,B0058YEJ5K,5.0
ABRX0RQNRXX85,B0058YEJ5K,5.0
A2GXUQFUWMZ2FH,B0058YEJ5K,5.0
AS378UOMHULXO,B0058YEJ5K,5.0
A3QX1A6IPFQTN9,B0058YEJ5K,5.0
A3LJ4LLR2UX4CB,B0058YEJ5K,5.0
A34WSGSH5OBAM2,B0058YEJ5K,5.0
A2QJWHL4HY9FMF,B0058YEJ5K,3.0
AXVYVUK058AM3,B0058YEJ5K,5.0
A1AS1520CGYJ79,B0058YEJ5K,5.0
AIP4C9MG13COB,B0058YEJ5K,5.0
A1X1DXP9HGXG27,B0058YEJ5K,5.0
AIO1XEP0AIDQJ,B0058YEJ5K,5.0
AYNXCABS73RDW,B0058YEJ5K,5.0
A2X2KP4XXM06OU,B0058YEJ5K,5.0
A15DWAOMHKY7F2,B0058YEJ5K,5.0
A2P87PVYP2KLT6,B0058YEJ5K,4.0
A1OOBIVO3APP7E,B0058YEJ5K,5.0
A2G9JO5SZ3GUXH,B0058YEJ5K,5.0
A14NH559TEDFQL,B0058YEJ5K,5.0
A2KCFRMKVHYSU7,B0058YEJ5K,5.0
A10RXRZE0TAKPU,B0058YEJ5K,4.0
A22WG2NE4D47UM,B0058YEJ5K,5.0
A1SC6HVU28ND3D,B0058YEJ5K,5.0
AJDH2WVLX79KA,B0058YEJ5K,5.0
AVHVZJ5HB6FSK,B0058YEJ5K,4.0
AG8MPE8CQAPM7,B0058YEJ5K,4.0
A1AWX0M8R6A2I1,B0058YEJ5K,5.0
AT5OQFDS6PEE1,B0058YEJ5K,5.0
AOFQAZVA6Q6E7,B0058YEJ5K,5.0
A3ONF0JD2UBP54,B0014F7B98,5.0
A3R09ZAUTB2PUU,B0014F7B98,5.0
A3P1MRTMU7EH0D,B0014F7B98,4.0
ATS6HOUGOVX0D,B0014F7B98,5.0
A12AWD9L3DD93E,B0014F7B98,5.0
A1D6THAJG4XGSP,B0014F7B98,5.0
A2N97FVE233YZ4,B0014F7B98,5.0
A2YIR9LKJO8W37,B0014F7B98,5.0
A3NAUSUOBMW1XH,B0014F7B98,3.0
AHZ8GGXF4BCNP,B0014F7B98,5.0
A1OWUKMLTHKYG,B0014F7B98,5.0
A1VH37JYIIHE3F,B0014F7B98,5.0
AOZHQ15OKY2ZT,B0014F7B98,3.0
A2YZERYQTLB8NG,B0014F7B98,5.0
A2EGVPBTNJI3HB,B0014F7B98,5.0
A1B3W4RSJ1CJEO,B0014F7B98,5.0
A3P9DECTULU1B3,B0014F7B98,5.0
A353OJ19SEMPT4,B0014F7B98,3.0
A1CIQ2ULKB933A,B0014F7B98,3.0
A1TFZVGT6J5NYZ,B0014F7B98,5.0
A2IJJUO99LXIXG,B0014F7B98,5.0
A1CKPC88NHMYGR,B0014F7B98,5.0
A1S4O68F0UG4GA,B0014F7B98,5.0
A8C8Q1GQPYPR3,B0014F7B98,4.0
A3RHNGQAZWUX01,B0014F7B98,5.0
A2ILUTAAPPZY79,B0014F7B98,5.0
A21PLUMLST80EK,B0014F7B98,5.0
A1R9CFF27RIALC,B0014F7B98,3.0
A3KKVVAINMZF9D,B0014F7B98,5.0
AHQZL3LSIR57E,B0014F7B98,5.0
A36UF843501J4Y,B0014F7B98,5.0
AJ74ZOS1UKOBA,B0014F7B98,5.0
A3UTTXFSBNV2V7,B0014F7B98,5.0
A2QPBIA0HKEL96,B0014F7B98,5.0
AHXQ0PAMEKC0P,B0014F7B98,4.0
A2P6I9PGAVEW6E,B0014F7B98,5.0
